FECHA (YYMMDD);HORA (HHMM);;
140619;1500;8,82999;
140619;1600;8,10416;
140619;1700;5,27042;
140619;1800;4,07525;
140619;1900;3,35267;
140619;2000;2,24025;
140619;2100;1,65033;
140619;2200;1,03692;
140619;2300;0,839333;
140620;0000;0,658667;
140620;0100;0,605582;
140620;0200;0,645499;
140620;0300;0,363417;
140620;0400;0,251333;
140620;0500;-0,06175;
140620;0600;-0,527166;
140620;0700;-0,234;
140620;0800;0,501833;
140620;0900;1,19808;
140620;1000;2,44233;
140620;1100;3,985;
140620;1200;5,85007;
140620;1300;9,93832;
140620;1400;12,065;
140620;1500;11,0017;
140620;1600;9,46249;
140620;1700;8,67249;
140620;1800;8,31667;
140620;1900;7,64349;
140620;2000;6,80417;
140620;2100;5,86208;
140620;2200;6,57549;
140620;2300;6,01458;
140621;0000;5,65033;
140621;0100;5,08633;
140621;0200;5,10225;
140621;0300;5,20283;
140621;0400;4,69032;
140621;0500;4,61082;
140621;0600;4,41357;
140621;0700;4,45483;
140621;0800;4,54217;
140621;0900;4,60792;
140621;1000;4,69867;
140621;1100;5,24767;
140621;1200;6,02242;
140621;1300;6,31007;
140621;1400;6,46867;
140621;1500;6,19925;
140621;1600;5,939;
140621;1700;5,76283;
140621;1800;5,7845;
140621;1900;5,78017;
140621;2000;5,6635;
140621;2100;5,40883;
140621;2200;5,33333;
140621;2300;5,30766;
140622;0000;5,31025;
140622;0100;5,30824;
140622;0200;5,18507;
140622;0300;5,14307;
140622;0400;5,09733;
140622;0500;5,07291;
140622;0600;4,98566;
140622;0700;4,82375;
140622;0800;4,87517;
140622;0900;5,14825;
140622;1000;5,90133;
140622;1100;7,67516;
140622;1200;8,83167;
140622;1300;9,83667;
140622;1400;9,85916;
140622;1500;10,7275;
140622;1600;9,69083;
140622;1700;7,31516;
140622;1800;5,87642;
140622;1900;5,395;
140622;2000;5,17416;
140622;2100;5,11732;
140622;2200;5,06091;
140622;2300;4,74625;
140623;0000;3,77025;
140623;0100;4,04133;
140623;0200;4,46317;
140623;0300;4,85525;
140623;0400;5,03008;
140623;0500;5,00583;
140623;0600;4,96667;
140623;0700;4,67525;
140623;0800;4,75024;
140623;0900;5,24875;
140623;1000;6,49992;
140623;1100;7,47892;
140623;1200;7,73466;
140623;1300;7,78242;
140623;1400;8,06766;
140623;1500;8,04483;
140623;1600;7,40767;
140623;1700;6,99817;
140623;1800;6,10833;
140623;1900;5,255;
140623;2000;4,42892;
140623;2100;4,296;
140623;2200;3,88142;
140623;2300;4,19141;
140624;0000;3,57308;
140624;0100;3,19833;
140624;0200;3,74433;
140624;0300;4,22607;
140624;0400;4,39774;
140624;0500;4,44141;
140624;0600;4,82291;
140624;0700;4,79008;
140624;0800;4,98199;
140624;0900;5,43317;
140624;1000;6,46867;
140624;1100;7,82491;
140624;1200;8,85999;
140624;1300;8,98582;
140624;1400;8,43332;
140624;1500;7,96058;
140624;1600;7,05208;
140624;1700;6,41174;
140624;1800;6,29108;
140624;1900;6,0495;
140624;2000;5,64832;
140624;2100;5,55132;
140624;2200;5,67125;
140624;2300;5,59933;
140625;0000;5,365;
140625;0100;5,26141;
140625;0200;5,04308;
140625;0300;4,78558;
140625;0400;3,665;
140625;0500;3,53858;
140625;0600;4,45216;
140625;0700;4,31924;
140625;0800;4,11916;
140625;0900;5,04783;
140625;1000;5,84192;
140625;1100;6,85667;
140625;1200;9,03;
140625;1300;8,10141;
140625;1400;8,13132;
140625;1500;9,01416;
140625;1600;7,077;
140625;1700;6,195;
140625;1800;5,93407;
140625;1900;5,97591;
140625;2000;5,87592;
140625;2100;5,9695;
140625;2200;5,55542;
140625;2300;7,03725;
140626;0000;7,543;
140626;0100;7,49767;
140626;0200;7,49933;
140626;0300;6,64574;
140626;0400;6,81866;
140626;0500;6,82616;
140626;0600;7,22424;
140626;0700;7,79942;
140626;0800;8,76082;
140626;0900;8,29999;
140626;1000;9,95749;
140626;1100;10,6667;
140626;1200;10,6108;
140626;1300;10,595;
140626;1400;9,92082;
140626;1500;9,45332;
140626;1600;8,89333;
140626;1700;8,88832;
140626;1800;8,6375;
140626;1900;8,28249;
140626;2000;7,86525;
140626;2100;7,47017;
140626;2200;7,72266;
140626;2300;9,07332;
140627;0000;9,45416;
140627;0100;9,43416;
140627;0200;9,19749;
140627;0300;9,39333;
140627;0400;9,24666;
140627;0500;9,18416;
140627;0600;9,06416;
140627;0700;9,14082;
140627;0800;9,12;
140627;0900;9,18999;
140627;1000;9,57832;
140627;1100;10,095;
140627;1200;10,2583;
140627;1300;10,105;
140627;1400;10,4808;
140627;1500;10,5108;
140627;1600;10,4933;
140627;1700;10,5992;
140627;1800;10,6975;
140627;1900;10,475;
140627;2000;9,84;
140627;2100;9,50583;
140627;2200;9,29082;
140627;2300;9,18082;
140628;0000;8,91832;
140628;0100;8,55167;
140628;0200;8,22583;
140628;0300;7,93883;
140628;0400;7,27417;
140628;0500;7,17899;
140628;0600;7,39516;
140628;0700;7,29667;
140628;0800;7,1365;
140628;0900;8,09917;
140628;1000;9,46167;
140628;1100;10,5525;
140628;1200;11,6867;
140628;1300;12,3267;
140628;1400;13,195;
140628;1500;13,17;
140628;1600;11,44;
140628;1700;9,00082;
140628;1800;8,18999;
140628;1900;7,72392;
140628;2000;7,18616;
140628;2100;6,63174;
140628;2200;7,52699;
140628;2300;7,74474;
140629;0000;8,30983;
140629;0100;8,36417;
140629;0200;8,28749;
140629;0300;8,36333;
140629;0400;7,95625;
140629;0500;8,062;
140629;0600;8,37;
140629;0700;8,61082;
140629;0800;8,40082;
140629;0900;8,8425;
140629;1000;10,8008;
140629;1100;12,0317;
140629;1200;12,5292;
140629;1300;13,2658;
140629;1400;13,3158;
140629;1500;12,6725;
140629;1600;9,9525;
140629;1700;8,06807;
140629;1800;7,51092;
140629;1900;7,15324;
140629;2000;6,90358;
140629;2100;6,41917;
140629;2200;6,01333;
140629;2300;5,35107;
140630;0000;4,94925;
140630;0100;3,82217;
140630;0200;2,7805;
140630;0300;1,87508;
140630;0400;1,72975;
140630;0500;2,04533;
140630;0600;2,42192;
140630;0700;2,71758;
140630;0800;2,78242;
140630;0900;2,93808;
140630;1000;3,6585;
140630;1100;4,45107;
140630;1200;5,72649;
140630;1300;6,72182;
140630;1400;7,08925;
140630;1500;8,17133;
140630;1600;8,34024;
140630;1700;8,02399;
140630;1800;7,74267;
140630;1900;7,75832;
140630;2000;6,738;
140630;2100;6,17808;
140630;2200;5,26167;
140630;2300;5,12533;
140701;0000;5,01783;
140701;0100;4,81192;
140701;0200;4,54408;
140701;0300;4,77892;
140701;0400;4,51817;
140701;0500;4,32574;
140701;0600;3,97042;
140701;0700;3,72525;
140701;0800;3,56483;
140701;0900;4,02116;
140701;1000;4,518;
140701;1100;5,44482;
140701;1200;6,20216;
140701;1300;5,88107;
140701;1400;5,84824;
140701;1500;5,722;
140701;1600;5,23742;
140701;1700;4,59775;
140701;1800;4,24625;
140701;1900;3,63875;
140701;2000;3,17425;
140701;2100;2,43383;
140701;2200;1,85225;
140701;2300;1,94642;
140702;0000;2,1135;
140702;0100;2,03025;
140702;0200;1,89008;
140702;0300;1,68467;
140702;0400;1,19667;
140702;0500;1,029;
140702;0600;0,592583;
140702;0700;0,423583;
140702;0800;0,671832;
140702;0900;1,5465;
140702;1000;4,03249;
140702;1100;5,38416;
140702;1200;5,71283;
140702;1300;6,709;
140702;1400;7,55074;
140702;1500;7,79324;
140702;1600;5,97625;
140702;1700;3,63017;
140702;1800;2,85058;
140702;1900;2,40125;
140702;2000;1,38983;
140702;2100;1,345;
140702;2200;1,44267;
140702;2300;1,23975;
140703;0000;1,68242;
140703;0100;1,66917;
140703;0200;1,54992;
140703;0300;1,6905;
140703;0400;0,810666;
140703;0500;0,408417;
140703;0600;0,669999;
140703;0700;0,1075;
140703;0800;0,190917;
140703;0900;0,135917;
140703;1000;0,80425;
140703;1100;2,502;
140703;1200;3,86692;
140703;1300;4,59325;
140703;1400;5,22967;
140703;1500;5,21608;
140703;1600;4,67133;
140703;1700;4,38508;
140703;1800;4,32941;
140703;1900;4,25607;
140703;2000;3,83692;
140703;2100;2,98408;
140703;2200;2,83675;
140703;2300;2,33767;
140704;0000;2,08925;
140704;0100;2,05717;
140704;0200;1,64958;
140704;0300;1,09408;
140704;0400;1,18217;
140704;0500;1,04575;
140704;0600;0,951917;
140704;0700;0,725917;
140704;0800;1,27042;
140704;0900;2,10858;
140704;1000;3,11583;
140704;1100;3,85942;
140704;1200;4,78683;
140704;1300;4,91875;
140704;1400;4,39491;
140704;1500;4,66357;
140704;1600;5,28149;
140704;1700;2,77742;
140704;1800;1,3615;
140704;1900;0,34025;
140704;2000;-0,157833;
140704;2100;-0,579082;
140704;2200;-0,945832;
140704;2300;-0,157417;
140705;0000;-0,00974999;
140705;0100;-1,21375;
140705;0200;-0,649917;
140705;0300;-0,2335;
140705;0400;0,291167;
140705;0500;0,728666;
140705;0600;1,36158;
140705;0700;1,80008;
140705;0800;2,40117;
140705;0900;2,65675;
140705;1000;3,64983;
140705;1100;4,99908;
140705;1200;5,67007;
140705;1300;5,41108;
140705;1400;5,99725;
140705;1500;6,21941;
140705;1600;6,077;
140705;1700;5,29825;
140705;1800;5,07158;
140705;1900;4,93549;
140705;2000;5,01566;
140705;2100;5,23108;
140705;2200;5,16882;
140705;2300;7,147;
140706;0000;8,10782;
140706;0100;8,47249;
140706;0200;8,66417;
140706;0300;8,89333;
140706;0400;8,71332;
140706;0500;8,88832;
140706;0600;9,21666;
140706;0700;9,15916;
140706;0800;8,54141;
140706;0900;7,56483;
140706;1000;7,06892;
140706;1100;6,95483;
140706;1200;6,64642;
140706;1300;6,52125;
140706;1400;6,24625;
140706;1500;6,031;
140706;1600;4,85467;
140706;1700;4,61983;
140706;1800;3,51433;
140706;1900;3,16267;
140706;2000;2,02433;
140706;2100;2,041;
140706;2200;1,5675;
140706;2300;1,59583;
140707;0000;1,55825;
140707;0100;1,31392;
140707;0200;0,893;
140707;0300;1,674;
140707;0400;1,77017;
140707;0500;2,0585;
140707;0600;2,03533;
140707;0700;2,10667;
140707;0800;2,32717;
140707;0900;3,06425;
140707;1000;4,25616;
140707;1100;5,81207;
140707;1200;6,33324;
140707;1300;7,70183;
140707;1400;7,40382;
140707;1500;5,771;
140707;1600;4,70308;
140707;1700;4,21358;
140707;1800;3,78342;
140707;1900;3,14475;
140707;2000;2,728;
140707;2100;2,0175;
140707;2200;2,04533;
140707;2300;2,10092;
140708;0000;1,87367;
140708;0100;2,191;
140708;0200;1,78825;
140708;0300;1,78592;
140708;0400;1,67358;
140708;0500;1,33325;
140708;0600;1,16667;
140708;0700;0,664499;
140708;0800;1,03425;
140708;0900;1,7385;
140708;1000;2,668;
140708;1100;3,15625;
140708;1200;5,225;
140708;1300;6,22366;
140708;1400;6,80225;
140708;1500;6,01333;
140708;1600;4,98092;
140708;1700;2,62592;
140708;1800;1,14833;
140708;1900;0,204333;
140708;2000;-0,854333;
140708;2100;-1,2245;
140708;2200;-1,66275;
140708;2300;-2,34175;
140709;0000;-2,52033;
140709;0100;-3,15492;
140709;0200;-3,46517;
140709;0300;-3,58167;
140709;0400;-4,23758;
140709;0500;-4,58733;
140709;0600;-4,7455;
140709;0700;-5,05499;
140709;0800;-4,92432;
140709;0900;-3,87458;
140709;1000;-1,88183;
140709;1100;0,0306667;
140709;1200;1,38908;
140709;1300;2,36425;
140709;1400;3,99142;
140709;1500;5,14917;
140709;1600;5,05482;
140709;1700;2,13125;
140709;1800;0,581082;
140709;1900;-0,3995;
140709;2000;-0,857332;
140709;2100;-1,42008;
140709;2200;-2,135;
140709;2300;-2,40775;
140710;0000;-2,774;
140710;0100;-2,62025;
140710;0200;-3,08992;
140710;0300;-2,72292;
140710;0400;-3,27108;
140710;0500;-3,63533;
140710;0600;-3,99558;
140710;0700;-4,23333;
140710;0800;-4,26991;
140710;0900;-3,04333;
140710;1000;-0,992999;
140710;1100;0,616249;
140710;1200;2,10242;
140710;1300;3,568;
140710;1400;4,20541;
140710;1500;5,63132;
140710;1600;4,34299;
140710;1700;2,537;
140710;1800;1,11842;
140710;1900;0,326167;
140710;2000;-0,28525;
140710;2100;-0,23025;
140710;2200;-0,38575;
140710;2300;-0,461583;
140711;0000;-0,785832;
140711;0100;-0,914332;
140711;0200;-1,01033;
140711;0300;-1,33633;
140711;0400;-1,47742;
140711;0500;-1,9565;
140711;0600;-1,984;
140711;0700;-1,92975;
140711;0800;-2,26783;
140711;0900;-1,16225;
140711;1000;0,935833;
140711;1100;2,04067;
140711;1200;3,70842;
140711;1300;5,097;
140711;1400;6,05724;
140711;1500;7,09267;
140711;1600;5,04749;
140711;1700;3,46608;
140711;1800;2,87625;
140711;1900;3,00267;
140711;2000;4,2585;
140711;2100;5,27167;
140711;2200;5,24617;
140711;2300;4,15675;
140712;0000;4,89207;
140712;0100;5,29424;
140712;0200;5,78267;
140712;0300;5,54874;
140712;0400;5,18175;
140712;0500;5,25774;
140712;0600;4,51633;
140712;0700;3,92533;
140712;0800;3,6855;
140712;0900;4,6505;
140712;1000;6,1395;
140712;1100;8,68874;
140712;1200;9,25333;
140712;1300;9,93416;
140712;1400;9,61499;
140712;1500;9,655;
140712;1600;8,31;
140712;1700;7,32458;
140712;1800;6,74516;
140712;1900;5,99875;
140712;2000;5,79908;
140712;2100;5,38292;
140712;2200;4,45267;
140712;2300;4,23792;
140713;0000;3,76108;
140713;0100;3,44867;
140713;0200;3,04308;
140713;0300;2,95883;
140713;0400;2,91667;
140713;0500;2,80642;
140713;0600;2,4685;
140713;0700;2,58658;
140713;0800;2,16708;
140713;0900;2,56383;
140713;1000;3,322;
140713;1100;4,28217;
140713;1200;6,71808;
140713;1300;7,02383;
140713;1400;6,85592;
140713;1500;6,64267;
140713;1600;6,45608;
140713;1700;5,80558;
140713;1800;5,41592;
140713;1900;4,626;
140713;2000;4,33858;
140713;2100;4,71307;
140713;2200;4,4875;
140713;2300;4,23633;
140714;0000;4,35658;
140714;0100;4,33891;
140714;0200;4,10367;
140714;0300;3,79608;
140714;0400;3,7955;
140714;0500;3,69758;
140714;0600;3,48775;
140714;0700;3,3245;
140714;0800;3,33983;
140714;0900;3,83217;
140714;1000;5,228;
140714;1100;5,75767;
140714;1200;6,53049;
140714;1300;7,63457;
140714;1400;7,708;
140714;1500;7,45683;
140714;1600;7,15749;
140714;1700;6,86732;
140714;1800;6,45016;
140714;1900;6,02517;
140714;2000;5,71082;
140714;2100;5,67992;
140714;2200;5,5435;
140714;2300;5,50158;
140715;0000;5,76533;
140715;0100;5,69133;
140715;0200;5,77608;
140715;0300;5,25325;
140715;0400;5,10808;
140715;0500;4,69867;
140715;0600;4,58317;
140715;0700;5,06174;
140715;0800;5,60458;
140715;0900;5,68391;
140715;1000;7,79942;
140715;1100;8,13608;
140715;1200;8,39482;
140715;1300;7,46217;
140715;1400;6,84808;
140715;1500;7,79366;
140715;1600;7,42432;
140715;1700;5,48708;
140715;1800;4,78825;
140715;1900;4,69608;
140715;2000;3,89958;
140715;2100;3,36142;
140715;2200;3,21567;
140715;2300;2,94767;
140716;0000;2,76758;
140716;0100;2,74683;
140716;0200;2,49992;
140716;0300;1,8885;
140716;0400;1,82425;
140716;0500;1,20433;
140716;0600;0,420917;
140716;0700;0,239167;
140716;0800;0,421917;
140716;0900;1,39242;
140716;1000;5,46049;
140716;1100;6,43367;
140716;1200;7,71;
140716;1300;8,36542;
140716;1400;8,62917;
140716;1500;8,196;
140716;1600;6,36042;
140716;1700;5,653;
140716;1800;5,13116;
140716;1900;4,62991;
140716;2000;4,35857;
140716;2100;4,44524;
140716;2200;4,41817;
140716;2300;4,34808;
140717;0000;4,09525;
140717;0100;4,00008;
140717;0200;3,66408;
140717;0300;3,72308;
140717;0400;3,38375;
140717;0500;3,01692;
140717;0600;2,62458;
140717;0700;3,07317;
140717;0800;3,59408;
140717;0900;4,33875;
140717;1000;4,87299;
140717;1100;5,39732;
140717;1200;6,02508;
140717;1300;5,54342;
140717;1400;4,90475;
140717;1500;4,58224;
140717;1600;4,27308;
140717;1700;3,97725;
140717;1800;3,58608;
140717;1900;3,41833;
140717;2000;3,56408;
140717;2100;4,07425;
140717;2200;5,37433;
140717;2300;6,25458;
140718;0000;6,708;
140718;0100;7,20733;
140718;0200;7,71391;
140718;0300;8,13582;
140718;0400;8,19441;
140718;0500;8,23108;
140718;0600;8,84332;
140718;0700;9,37582;
140718;0800;8,93582;
140718;0900;9,23166;
140718;1000;9,61583;
140718;1100;10,0667;
140718;1200;10,3883;
140718;1300;10,4925;
140718;1400;10,6908;
140718;1500;10,7483;
140718;1600;10,8458;
140718;1700;10,89;
140718;1800;10,7058;
140718;1900;10,9075;
140718;2000;11,055;
140718;2100;10,7417;
140718;2200;10,5133;
140718;2300;10,3825;
140719;0000;10,3317;
140719;0100;10,245;
140719;0200;10,2108;
140719;0300;10,3867;
140719;0400;10,0942;
140719;0500;10,12;
140719;0600;10,0858;
140719;0700;10,305;
140719;0800;10,68;
140719;0900;11,2908;
140719;1000;11,8833;
140719;1100;13,6108;
140719;1200;14,1925;
140719;1300;14,3267;
140719;1400;14,8542;
140719;1500;14,3275;
140719;1600;13,0667;
140719;1700;12,1242;
140719;1800;11,7225;
140719;1900;12,0592;
140719;2000;11,7517;
140719;2100;11,5708;
140719;2200;10,3408;
140719;2300;9,58499;
140720;0000;9,07332;
140720;0100;8,74916;
140720;0200;8,50499;
140720;0300;8,18849;
140720;0400;7,89358;
140720;0500;7,45042;
140720;0600;7,40958;
140720;0700;7,56857;
140720;0800;7,34533;
140720;0900;7,41525;
140720;1000;9,09517;
140720;1100;9,99916;
140720;1200;9,44333;
140720;1300;9,26082;
140720;1400;9,27249;
140720;1500;9,43999;
140720;1600;9,28616;
140720;1700;6,94041;
140720;1800;6,34708;
140720;1900;5,79224;
140720;2000;5,15108;
140720;2100;4,67233;
140720;2200;4,91483;
140720;2300;4,29375;
140721;0000;4,16108;
140721;0100;4,37858;
140721;0200;4,34533;
140721;0300;4,30642;
140721;0400;3,78617;
140721;0500;3,64267;
140721;0600;3,64475;
140721;0700;3,30133;
140721;0800;2,74583;
140721;0900;4,57425;
140721;1000;6,827;
140721;1100;6,91116;
140721;1200;6,70016;
140721;1300;5,98299;
140721;1400;5,4325;
140721;1500;5,18425;
140721;1600;4,38942;
140721;1700;3,82308;
140721;1800;3,23208;
140721;1900;2,98233;
140721;2000;2,51533;
140721;2100;2,46467;
140721;2200;2,33408;
140721;2300;2,32675;
140722;0000;1,871;
140722;0100;1,5145;
140722;0200;1,97858;
140722;0300;2,3245;
140722;0400;2,25775;
140722;0500;2,37808;
140722;0600;2,34375;
140722;0700;2,6655;
140722;0800;2,798;
140722;0900;3,52483;
140722;1000;5,32417;
140722;1100;5,88857;
140722;1200;5,80733;
140722;1300;5,8725;
140722;1400;5,56882;
140722;1500;6,01883;
140722;1600;6,16092;
140722;1700;4,69199;
140722;1800;4,55807;
140722;1900;4,30542;
140722;2000;3,75792;
140722;2100;3,46333;
140722;2200;2,9495;
140722;2300;3,26108;
140723;0000;3,08192;
140723;0100;3,65542;
140723;0200;4,53158;
140723;0300;3,69742;
140723;0400;4,06174;
140723;0500;4,06708;
140723;0600;3,92092;
140723;0700;3,86258;
140723;0800;4,306;
140723;0900;5,52817;
140723;1000;6,07832;
140723;1100;5,91882;
140723;1200;5,65683;
140723;1300;6,49717;
140723;1400;7,02675;
140723;1500;6,86983;
140723;1600;5,96474;
140723;1700;5,01482;
140723;1800;4,14233;
140723;1900;3,906;
140723;2000;4,125;
140723;2100;4,14017;
140723;2200;3,64608;
140723;2300;3,45075;
140724;0000;2,94717;
140724;0100;2,82433;
140724;0200;2,60867;
140724;0300;2,671;
140724;0400;2,6875;
140724;0500;2,71625;
140724;0600;2,7185;
140724;0700;2,66825;
140724;0800;2,92858;
140724;0900;3,36325;
140724;1000;4,30083;
140724;1100;4,85808;
140724;1200;5,6;
140724;1300;6,947;
140724;1400;7,18974;
140724;1500;7,17216;
140724;1600;6,03825;
140724;1700;4,44775;
140724;1800;4,13125;
140724;1900;3,29808;
140724;2000;2,6825;
140724;2100;2,35708;
140724;2200;2,13425;
140724;2300;1,71233;
140725;0000;1,76525;
140725;0100;1,727;
140725;0200;0,971167;
140725;0300;0,677167;
140725;0400;0,2215;
140725;0500;0,859417;
140725;0600;1,48592;
140725;0700;0,271583;
140725;0800;0,044;
140725;0900;0,703417;
140725;1000;1,14658;
140725;1100;1,57058;
140725;1200;2,70883;
140725;1300;3,23025;
140725;1400;2,78325;
140725;1500;2,37233;
140725;1600;2,63642;
140725;1700;1,02308;
140725;1800;0,0721667;
140725;1900;-0,895332;
140725;2000;-1,73717;
140725;2100;-2,129;
140725;2200;-2,78367;
140725;2300;-3,6285;
140726;0000;-4,71716;
140726;0100;-5,94324;
140726;0200;-6,04916;
140726;0300;-6,657;
140726;0400;-7,23858;
140726;0500;-7,53425;
140726;0600;-8,21107;
140726;0700;-8,73917;
140726;0800;-8,58292;
140726;0900;-6,18808;
140726;1000;-3,922;
140726;1100;-3,08883;
140726;1200;-2,31725;
140726;1300;-0,729917;
140726;1400;0,848917;
140726;1500;1,86083;
140726;1600;1,32608;
140726;1700;-1,21417;
140726;1800;-2,17417;
140726;1900;-3,21667;
140726;2000;-3,90892;
140726;2100;-4,07317;
140726;2200;-2,7485;
140726;2300;-2,14667;
140727;0000;-2,02408;
140727;0100;-1,79417;
140727;0200;-1,3215;
140727;0300;-1,23717;
140727;0400;-1,57808;
140727;0500;-1,69808;
140727;0600;-1,54142;
140727;0700;-1,41317;
140727;0800;-1,4155;
140727;0900;-2,2435;
140727;1000;-3,13392;
140727;1100;-2,89842;
140727;1200;-2,93008;
140727;1300;-2,58667;
140727;1400;-2,301;
140727;1500;-1,62925;
140727;1600;-1,39217;
140727;1700;-1,73158;
140727;1800;-1,78983;
140727;1900;-1,8645;
140727;2000;-1,76033;
140727;2100;-1,92242;
140727;2200;-1,91;
140727;2300;-1,83192;
140728;0000;-1,92817;
140728;0100;-1,78192;
140728;0200;-1,78733;
140728;0300;-2,37208;
140728;0400;-2,92333;
140728;0500;-2,7945;
140728;0600;-3,11708;
140728;0700;-2,30583;
140728;0800;-0,263417;
140728;0900;2,96592;
140728;1000;5,85558;
140728;1100;6,32008;
140728;1200;6,85841;
140728;1300;7,54491;
140728;1400;6,55175;
140728;1500;6,34467;
140728;1600;6,15542;
140728;1700;5,39992;
140728;1800;5,284;
140728;1900;4,54525;
140728;2000;4,22057;
140728;2100;3,63258;
140728;2200;2,50733;
140728;2300;2,01992;
140729;0000;0,826082;
140729;0100;0,1535;
140729;0200;0,546166;
140729;0300;0,916166;
140729;0400;0,7555;
140729;0500;0,162;
140729;0600;0,0335;
140729;0700;0,145167;
140729;0800;0,0667499;
140729;0900;1,34158;
140729;1000;1,9345;
140729;1100;3,25583;
140729;1200;3,65017;
140729;1300;5,09299;
140729;1400;6,05742;
140729;1500;8,31842;
140729;1600;7,9025;
140729;1700;5,5935;
140729;1800;5,18024;
140729;1900;5,57516;
140729;2000;5,39732;
140729;2100;5,09417;
140729;2200;5,37624;
140729;2300;5,54282;
140730;0000;4,56167;
140730;0100;3,21017;
140730;0200;2,94117;
140730;0300;2,56067;
140730;0400;2,74625;
140730;0500;2,15792;
140730;0600;2,17442;
140730;0700;1,95858;
140730;0800;2,19875;
140730;0900;2,60383;
140730;1000;3,18008;
140730;1100;3,29967;
140730;1200;4,08807;
140730;1300;4,76375;
140730;1400;4,83157;
140730;1500;4,28024;
140730;1600;4,53058;
140730;1700;4,06075;
140730;1800;3,15392;
140730;1900;2,63725;
140730;2000;2,76475;
140730;2100;2,84475;
140730;2200;3,6285;
140730;2300;5,03258;
140731;0000;5,6645;
140731;0100;5,74058;
140731;0200;5,83199;
140731;0300;5,80357;
140731;0400;5,58683;
140731;0500;6,28975;
140731;0600;6,73742;
140731;0700;6,59258;
140731;0800;6,58508;
140731;0900;6,84408;
140731;1000;8,93199;
140731;1100;9,31583;
140731;1200;8,63249;
140731;1300;7,96725;
140731;1400;9,10832;
140731;1500;8,50932;
140731;1600;7,36442;
140731;1700;6,43507;
140731;1800;5,7705;
140731;1900;5,2905;
140731;2000;4,64267;
140731;2100;4,36667;
140731;2200;3,87175;
140731;2300;3,31275;
140801;0000;3,1595;
140801;0100;3,4345;
140801;0200;3,93;
140801;0300;4,86583;
140801;0400;5,70541;
140801;0500;6,52842;
140801;0600;6,26333;
140801;0700;6,05199;
140801;0800;5,06692;
140801;0900;5,08324;
140801;1000;4,95592;
140801;1100;4,71317;
140801;1200;4,58392;
140801;1300;5,24107;
140801;1400;5,09;
140801;1500;5,35275;
140801;1600;5,99883;
140801;1700;5,87457;
140801;1800;6,26842;
140801;1900;5,38283;
140801;2000;5,97874;
140801;2100;6,05233;
140801;2200;6,54182;
140801;2300;6,36124;
140802;0000;6,27742;
140802;0100;5,53917;
140802;0200;5,78799;
140802;0300;6,04442;
140802;0400;6,7935;
140802;0500;7,8205;
140802;0600;7,54224;
140802;0700;7,14391;
140802;0800;6,23875;
140802;0900;5,73692;
140802;1000;6,86932;
140802;1100;8,78383;
140802;1200;9,17917;
140802;1300;9,45833;
140802;1400;6,54449;
140802;1500;6,59408;
140802;1600;5,95283;
140802;1700;4,76691;
140802;1800;4,45007;
140802;1900;4,26591;
140802;2000;4,07792;
140802;2100;3,4545;
140802;2200;3,42192;
140802;2300;3,59625;
140803;0000;3,64392;
140803;0100;3,89942;
140803;0200;4,75;
140803;0300;4,60425;
140803;0400;3,68817;
140803;0500;3,285;
140803;0600;2,97933;
140803;0700;2,99492;
140803;0800;3,43575;
140803;0900;4,40491;
140803;1000;5,39567;
140803;1100;6,20583;
140803;1200;7,25417;
140803;1300;7,48624;
140803;1400;6,19382;
140803;1500;6,61242;
140803;1600;5,97749;
140803;1700;4,8175;
140803;1800;5,16967;
140803;1900;5,16758;
140803;2000;5,04633;
140803;2100;4,9735;
140803;2200;4,85741;
140803;2300;5,27074;
140804;0000;4,93358;
140804;0100;5,54408;
140804;0200;5,70917;
140804;0300;5,8275;
140804;0400;5,69141;
140804;0500;5,46225;
140804;0600;5,30533;
140804;0700;5,05032;
140804;0800;5,56992;
140804;0900;7,31367;
140804;1000;7,70724;
140804;1100;8,61417;
140804;1200;8,75832;
140804;1300;9,65166;
140804;1400;9,23582;
140804;1500;8,58167;
140804;1600;8,27182;
140804;1700;6,82058;
140804;1800;6,18732;
140804;1900;5,94092;
140804;2000;4,20982;
140804;2100;3,31458;
140804;2200;2,677;
140804;2300;2,3945;
140805;0000;2,17992;
140805;0100;2,13608;
140805;0200;2,24792;
140805;0300;2,19892;
140805;0400;2,02733;
140805;0500;1,46225;
140805;0600;1,78517;
140805;0700;2,50183;
140805;0800;2,571;
140805;0900;2,97658;
140805;1000;3,344;
140805;1100;4,34241;
140805;1200;5,52167;
140805;1300;5,18742;
140805;1400;4,83317;
140805;1500;4,56942;
140805;1600;4,19183;
140805;1700;4,40733;
140805;1800;4,25517;
140805;1900;4,3035;
140805;2000;4,38982;
140805;2100;4,6775;
140805;2200;4,96024;
140805;2300;4,90816;
140806;0000;5,08524;
140806;0100;5,70641;
140806;0200;5,61292;
140806;0300;5,145;
140806;0400;4,72533;
140806;0500;4,66383;
140806;0600;4,80842;
140806;0700;4,71242;
140806;0800;5,26807;
140806;0900;6,33208;
140806;1000;6,91299;
140806;1100;7,09158;
140806;1200;7,11317;
140806;1300;7,51783;
140806;1400;7,78716;
140806;1500;6,86542;
140806;1600;6,68349;
140806;1700;5,83949;
140806;1800;5,66142;
140806;1900;5,13766;
140806;2000;4,75725;
140806;2100;4,90008;
140806;2200;5,13875;
140806;2300;5,09583;
140807;0000;5,10275;
