FECHA (YYMMDD);HORA (HHMM);;
110707;2300;9,5;
110708;0000;8,7;
110708;0100;8,29999;
110708;0200;8,09999;
110708;0300;7,6;
110708;0400;7,6;
110708;0500;8,2;
110708;0600;8,59999;
110708;0700;8,7;
110708;0800;9;
110708;0900;9,09999;
110708;1000;10,2;
110708;1100;10,6;
110708;1200;10,2;
110708;1300;9,5;
110708;1400;8,79999;
110708;1500;8,39999;
110708;1600;8,39999;
110708;1700;9;
110708;1800;8,2;
110708;1900;8,2;
110708;2000;8;
110708;2100;6,39999;
110708;2200;5,2;
110708;2300;4,5;
110709;0000;3,5;
110709;0100;3;
110709;0200;2,7;
110709;0300;2,5;
110709;0400;2,1;
110709;0500;2;
110709;0600;2,1;
110709;0700;2,3;
110709;0800;2,4;
110709;0900;3,4;
110709;1000;5,2;
110709;1100;5,39999;
110709;1200;5,5;
110709;1300;5;
110709;1400;5,2;
110709;1500;4,6;
110709;1600;4,1;
110709;1700;3,8;
110709;1800;3,9;
110709;1900;4,1;
110709;2000;4,2;
110709;2100;4,1;
110709;2200;4;
110709;2300;4,2;
110710;0000;4,3;
110710;0100;4,5;
110710;0200;4,2;
110710;0300;4,3;
110710;0400;4,39999;
110710;0500;4,1;
110710;0600;4;
110710;0700;3,7;
110710;0800;4,1;
110710;0900;4,2;
110710;1000;4,8;
110710;1100;5,39999;
110710;1200;5,3;
110710;1300;4,6;
110710;1400;3,8;
110710;1500;3,3;
110710;1600;2,9;
110710;1700;2,4;
110710;1800;1,5;
110710;1900;1,3;
110710;2000;1,5;
110710;2100;1,2;
110710;2200;1,3;
110710;2300;1,4;
110711;0000;1,3;
110711;0100;1,3;
110711;0200;1,3;
110711;0300;1,3;
110711;0400;1,2;
110711;0500;1,2;
110711;0600;1,3;
110711;0700;1,3;
110711;0800;1,5;
110711;0900;2;
110711;1000;2,4;
110711;1100;3;
110711;1200;3,4;
110711;1300;4,3;
110711;1400;4,5;
110711;1500;4,1;
110711;1600;3,7;
110711;1700;4,3;
110711;1800;5,89999;
110711;1900;6,3;
110711;2000;6,2;
110711;2100;6,3;
110711;2200;5,5;
110711;2300;5,6;
110712;0000;6,3;
110712;0100;6,7;
110712;0200;6,8;
110712;0300;6,7;
110712;0400;6,1;
110712;0500;6;
110712;0600;5,39999;
110712;0700;5,7;
110712;0800;5,8;
110712;0900;6,7;
110712;1000;9,5;
110712;1100;9,89999;
110712;1200;11,5;
110712;1300;12,4;
110712;1400;10,6;
110712;1500;8,2;
110712;1600;7,39999;
110712;1700;6,8;
110712;1800;6,39999;
110712;1900;6,5;
110712;2000;6,39999;
110712;2100;6;
110712;2200;5,5;
110712;2300;5,5;
110713;0000;4,6;
110713;0100;4;
110713;0200;3,9;
110713;0300;4;
110713;0400;3,8;
110713;0500;3;
110713;0600;2,6;
110713;0700;2,5;
110713;0800;3,4;
110713;0900;4,5;
110713;1000;5,39999;
110713;1100;7;
110713;1200;8,39999;
110713;1300;8,89999;
110713;1400;7,7;
110713;1500;7,2;
110713;1600;6,2;
110713;1700;5,8;
110713;1800;5,1;
110713;1900;4,6;
110713;2000;4,1;
110713;2100;2,8;
110713;2200;3;
110713;2300;2,9;
110714;0000;2,6;
110714;0100;2,3;
110714;0200;2,7;
110714;0300;2,4;
110714;0400;1,8;
110714;0500;2;
110714;0600;1,4;
110714;0700;1,4;
110714;0800;2,1;
110714;0900;3,4;
110714;1000;5,1;
110714;1100;5,8;
110714;1200;7,3;
110714;1300;6,6;
110714;1400;6,7;
110714;1500;5,5;
110714;1600;4,3;
110714;1700;3,3;
110714;1800;2,5;
110714;1900;2,2;
110714;2000;1,8;
110714;2100;1,7;
110714;2200;1,6;
110714;2300;2,1;
110715;0000;1,9;
110715;0100;2;
110715;0200;1,6;
110715;0300;1,7;
110715;0400;1,9;
110715;0500;2,2;
110715;0600;2,4;
110715;0700;2,6;
110715;0800;2,7;
110715;0900;4,89999;
110715;1000;6,6;
110715;1100;6,6;
110715;1200;6,89999;
110715;1300;7,5;
110715;1400;6;
110715;1500;4,5;
110715;1600;3,4;
110715;1700;2,5;
110715;1800;1,7;
110715;1900;1,7;
110715;2000;1,9;
110715;2100;1,6;
110715;2200;1,4;
110715;2300;0,9;
110716;0000;0,5;
110716;0100;0,0999999;
110716;0200;-0,5;
110716;0300;-0,799999;
110716;0400;-0,799999;
110716;0500;-0,4;
110716;0600;-0,799999;
110716;0700;-0,7;
110716;0800;0,2;
110716;0900;0,7;
110716;1000;0,3;
110716;1100;0,7;
110716;1200;0,5;
110716;1300;0,9;
110716;1400;0,3;
110716;1500;0,2;
110716;1600;-0,0999999;
110716;1700;-0,5;
110716;1800;-2,1;
110716;1900;-3;
110716;2000;-3,8;
110716;2100;-4,3;
110716;2200;-4,3;
110716;2300;-4,8;
110717;0000;-5,39999;
110717;0100;-5,8;
110717;0200;-6,7;
110717;0300;-7,6;
110717;0400;-8,2;
110717;0500;-8,39999;
110717;0600;-9,09999;
110717;0700;-9,09999;
110717;0800;-7,89999;
110717;0900;-5;
110717;1000;-3,6;
110717;1100;-2,2;
110717;1200;-1,6;
110717;1300;-0,5;
110717;1400;0,5;
110717;1500;0,0999999;
110717;1600;-2,9;
110717;1700;-3,9;
110717;1800;-4,7;
110717;1900;-5,1;
110717;2000;-5,39999;
110717;2100;-5,8;
110717;2200;-6,5;
110717;2300;-6,6;
110718;0000;-6,8;
110718;0100;-6,89999;
110718;0200;-7,3;
110718;0300;-7,5;
110718;0400;-7,3;
110718;0500;-6,39999;
110718;0600;-6,2;
110718;0700;-5,7;
110718;0800;-3,4;
110718;0900;1,2;
110718;1000;2,7;
110718;1100;4,1;
110718;1200;4,7;
110718;1300;5,2;
110718;1400;5,8;
110718;1500;4,39999;
110718;1600;1,7;
110718;1700;0,9;
110718;1800;0,4;
110718;1900;0,2;
110718;2000;1;
110718;2100;0,9;
110718;2200;1,2;
110718;2300;1,2;
110719;0000;1,1;
110719;0100;0,799999;
110719;0200;0,5;
110719;0300;0,9;
110719;0400;1,3;
110719;0500;1;
110719;0600;0,9;
110719;0700;1,2;
110719;0800;2,2;
110719;0900;4,39999;
110719;1000;4,39999;
110719;1100;5;
110719;1200;5;
110719;1300;4,8;
110719;1400;4,5;
110719;1500;4,2;
110719;1600;3,4;
110719;1700;3,2;
110719;1800;2,9;
110719;1900;3,1;
110719;2000;2,4;
110719;2100;2;
110719;2200;2,4;
110719;2300;2,7;
110720;0000;2,7;
110720;0100;2,7;
110720;0200;2,6;
110720;0300;2,5;
110720;0400;2,4;
110720;0500;3;
110720;0600;3;
110720;0700;2,9;
110720;0800;3,9;
110720;0900;5,5;
110720;1000;6,5;
110720;1100;7,8;
110720;1200;7,5;
110720;1300;5,6;
110720;1400;4,89999;
110720;1500;4,5;
110720;1600;4;
110720;1700;3,6;
110720;1800;2,4;
110720;1900;2,3;
110720;2000;2;
110720;2100;3,1;
110720;2200;4,89999;
110720;2300;5,8;
110721;0000;6,5;
110721;0100;6;
110721;0200;5,5;
110721;0300;4,7;
110721;0400;3,9;
110721;0500;3,5;
110721;0600;3,8;
110721;0700;4;
110721;0800;4,7;
110721;0900;6,1;
110721;1000;7,2;
110721;1100;7,8;
110721;1200;10,1;
110721;1300;9,5;
110721;1400;9,5;
110721;1500;9,09999;
110721;1600;8,09999;
110721;1700;6,89999;
110721;1800;6,8;
110721;1900;6,5;
110721;2000;6,2;
110721;2100;6,3;
110721;2200;6;
110721;2300;6,3;
110722;0000;6,39999;
110722;0100;6,7;
110722;0200;7,1;
110722;0300;7,8;
110722;0400;7,39999;
110722;0500;8,09999;
110722;0600;8,09999;
110722;0700;8;
110722;0800;7,89999;
110722;0900;8;
110722;1000;8,09999;
110722;1100;8,09999;
110722;1200;8,09999;
110722;1300;6,8;
110722;1400;6;
110722;1500;5;
110722;1600;4,1;
110722;1700;3,4;
110722;1800;3,4;
110722;1900;3,9;
110722;2000;3,9;
110722;2100;3,7;
110722;2200;3,8;
110722;2300;3,7;
110723;0000;4,39999;
110723;0100;4,39999;
110723;0200;4,6;
110723;0300;4,5;
110723;0400;4,5;
110723;0500;4,89999;
110723;0600;5;
110723;0700;5,39999;
110723;0800;6,7;
110723;0900;9,5;
110723;1000;10,1;
110723;1100;9,5;
110723;1200;10;
110723;1300;10,7;
110723;1400;11,2;
110723;1500;9;
110723;1600;7,3;
110723;1700;6,7;
110723;1800;5,89999;
110723;1900;5,3;
110723;2000;4,89999;
110723;2100;4,6;
110723;2200;4,3;
110723;2300;4,2;
110724;0000;3,8;
110724;0100;3,4;
110724;0200;3,3;
110724;0300;3,2;
110724;0400;3,2;
110724;0500;3,4;
110724;0600;4;
110724;0700;6;
110724;0800;6,7;
110724;0900;7;
110724;1000;7,1;
110724;1100;7,39999;
110724;1200;7,8;
110724;1300;8,2;
110724;1400;8;
110724;1500;7,39999;
110724;1600;6,6;
110724;1700;6,1;
110724;1800;5,8;
110724;1900;5,6;
110724;2000;5,8;
110724;2100;5,5;
110724;2200;5;
110724;2300;4,7;
110725;0000;4,2;
110725;0100;3,3;
110725;0200;2,9;
110725;0300;2,9;
110725;0400;2,5;
110725;0500;2,8;
110725;0600;3,5;
110725;0700;4,2;
110725;0800;4,8;
110725;0900;6,5;
110725;1000;7,2;
110725;1100;7,6;
110725;1200;8,29999;
110725;1300;9,7;
110725;1400;9,7;
110725;1500;7,3;
110725;1600;6,3;
110725;1700;5,7;
110725;1800;5,3;
110725;1900;5,1;
110725;2000;5,3;
110725;2100;5;
110725;2200;4,39999;
110725;2300;3,6;
110726;0000;2,8;
110726;0100;2,9;
110726;0200;2,9;
110726;0300;2,7;
110726;0400;1,9;
110726;0500;2,3;
110726;0600;1,6;
110726;0700;1,6;
110726;0800;3,1;
110726;0900;4;
110726;1000;4,5;
110726;1100;5;
110726;1200;5,5;
110726;1300;5,6;
110726;1400;5;
110726;1500;4,5;
110726;1600;4,1;
110726;1700;4;
110726;1800;3,7;
110726;1900;3,4;
110726;2000;2,9;
110726;2100;2,4;
110726;2200;2,4;
110726;2300;2,3;
110727;0000;2,1;
110727;0100;2;
110727;0200;2;
110727;0300;2;
110727;0400;2;
110727;0500;1,9;
110727;0600;1,9;
110727;0700;2;
110727;0800;2,5;
110727;0900;2,9;
110727;1000;4,2;
110727;1100;4,7;
110727;1200;5,89999;
110727;1300;6,5;
110727;1400;6,8;
110727;1500;5,7;
110727;1600;5,2;
110727;1700;4,7;
110727;1800;4,5;
110727;1900;4,1;
110727;2000;3,7;
110727;2100;3;
110727;2200;2;
110727;2300;1,5;
110728;0000;1,6;
110728;0100;1,8;
110728;0200;1,5;
110728;0300;1,1;
110728;0400;0,9;
110728;0500;1,1;
110728;0600;1,2;
110728;0700;1,3;
110728;0800;1,6;
110728;0900;2,2;
110728;1000;2,6;
110728;1100;3,3;
110728;1200;3;
110728;1300;3,5;
110728;1400;3,5;
110728;1500;3,4;
110728;1600;2,9;
110728;1700;2,3;
110728;1800;1,7;
110728;1900;0,799999;
110728;2000;0,3;
110728;2100;0,599999;
110728;2200;0,3;
110728;2300;-0,0999999;
110729;0000;0,0999999;
110729;0100;-0,3;
110729;0200;-0,4;
110729;0300;-0,599999;
110729;0400;-1;
110729;0500;-1,5;
110729;0600;-1,3;
110729;0700;-1,7;
110729;0800;-0,4;
110729;0900;0,799999;
110729;1000;1,4;
110729;1100;1,9;
110729;1200;2,6;
110729;1300;2,4;
110729;1400;3;
110729;1500;2,1;
110729;1600;-0,2;
110729;1700;-1,3;
110729;1800;0,2;
110729;1900;4;
110729;2000;-3,9;
110729;2100;-4,8;
110729;2200;-5,5;
110729;2300;-6,2;
110730;0000;-6,7;
110730;0100;-7,1;
110730;0200;-7,6;
110730;0300;-8,29999;
110730;0400;-8,29999;
110730;0500;-8,59999;
110730;0600;-8,89999;
110730;0700;-9,2;
110730;0800;-6,5;
110730;0900;-3,4;
110730;1000;-2,4;
110730;1100;-1,8;
110730;1200;-1,1;
110730;1300;-0,599999;
110730;1400;0,4;
110730;1500;0,599999;
110730;1600;-1,9;
110730;1700;-2,9;
110730;1800;-3;
110730;1900;-2,6;
110730;2000;-1;
110730;2100;-0,0999999;
110730;2200;-0,2;
110730;2300;0,0999999;
110731;0000;0;
110731;0100;0,2;
110731;0200;0,3;
110731;0300;0,5;
110731;0400;0,7;
110731;0500;1,1;
110731;0600;1,4;
110731;0700;1,8;
110731;0800;2,7;
110731;0900;3,1;
110731;1000;4,39999;
110731;1100;5,3;
110731;1200;5,6;
110731;1300;6,1;
110731;1400;6,1;
110731;1500;5,2;
110731;1600;4,6;
110731;1700;4,5;
110731;1800;4,39999;
110731;1900;4,5;
110731;2000;4,6;
110731;2100;4,8;
110731;2200;5,39999;
110731;2300;5,7;
110801;0000;6;
110801;0100;6,1;
110801;0200;6,6;
110801;0300;6;
110801;0400;5,7;
110801;0500;5,1;
110801;0600;4,7;
110801;0700;4,89999;
110801;0800;5,39999;
110801;0900;5,7;
110801;1000;6;
110801;1100;6,6;
110801;1200;7,39999;
110801;1300;7,89999;
110801;1400;6,7;
110801;1500;5,7;
110801;1600;4,89999;
110801;1700;4,1;
110801;1800;4;
110801;1900;4,5;
110801;2000;4,5;
110801;2100;4,1;
110801;2200;3,6;
110801;2300;4;
110802;0000;4,39999;
110802;0100;4;
110802;0200;4,1;
110802;0300;3,7;
110802;0400;3;
110802;0500;3,1;
110802;0600;3,8;
110802;0700;4,8;
110802;0800;5,8;
110802;0900;7,6;
110802;1000;8,09999;
110802;1100;8,59999;
110802;1200;8,7;
110802;1300;9,7;
110802;1400;10,3;
110802;1500;8,2;
110802;1600;6,1;
110802;1700;5,5;
110802;1800;4,6;
110802;1900;3,5;
110802;2000;2,7;
110802;2100;2,7;
110802;2200;2,6;
110802;2300;1,7;
110803;0000;1,6;
110803;0100;1,6;
110803;0200;1,8;
110803;0300;1,3;
110803;0400;0,9;
110803;0500;-0,5;
110803;0600;-1,2;
110803;0700;-0,9;
110803;0800;0,2;
110803;0900;4;
110803;1000;6,2;
110803;1100;6,8;
110803;1200;7,8;
110803;1300;6,8;
110803;1400;6,8;
110803;1500;6,39999;
110803;1600;5,1;
110803;1700;4,1;
110803;1800;3,3;
110803;1900;2,5;
110803;2000;1,9;
110803;2100;1,4;
110803;2200;1,5;
110803;2300;1,2;
110804;0000;0,9;
110804;0100;0,599999;
110804;0200;0,599999;
110804;0300;0,5;
110804;0400;0,7;
110804;0500;0,3;
110804;0600;0;
110804;0700;0,4;
110804;0800;1;
110804;0900;2;
110804;1000;3,2;
110804;1100;4,8;
110804;1200;5,89999;
110804;1300;6,3;
110804;1400;6,89999;
110804;1500;5,7;
110804;1600;4,8;
110804;1700;4,39999;
110804;1800;3,3;
110804;1900;2,1;
110804;2000;2,8;
110804;2100;1,5;
110804;2200;1,1;
110804;2300;1,2;
110805;0000;0,2;
110805;0100;0,799999;
110805;0200;0,799999;
110805;0300;1,1;
110805;0400;2,2;
110805;0500;2,4;
110805;0600;2,6;
110805;0700;3;
110805;0800;4,5;
110805;0900;7,8;
110805;1000;7,7;
110805;1100;8,2;
110805;1200;9,7;
110805;1300;5,89999;
110805;1400;4,2;
110805;1500;3,5;
110805;1600;2,6;
110805;1700;1,9;
110805;1800;1,7;
110805;1900;1,9;
110805;2000;1,6;
110805;2100;1;
110805;2200;0,799999;
110805;2300;-0,2;
110806;0000;-0,3;
110806;0100;-0,4;
110806;0200;-0,4;
110806;0300;-0,7;
110806;0400;-0,9;
110806;0500;-0,7;
110806;0600;-1,7;
110806;0700;-1,5;
110806;0800;1,5;
110806;0900;4,2;
110806;1000;5,3;
110806;1100;7;
110806;1200;7,6;
110806;1300;7,3;
110806;1400;6,3;
110806;1500;5,5;
110806;1600;3,9;
110806;1700;2,5;
110806;1800;1,8;
110806;1900;0,5;
110806;2000;-0,599999;
110806;2100;-1;
110806;2200;-1,5;
110806;2300;-1,9;
110807;0000;-2,1;
110807;0100;-2,4;
110807;0200;-3,2;
110807;0300;-3,5;
110807;0400;-3,2;
110807;0500;-3,4;
110807;0600;-4,2;
110807;0700;-4,1;
110807;0800;-1,3;
110807;0900;1,6;
110807;1000;2,3;
110807;1100;4,3;
110807;1200;6,2;
110807;1300;7,3;
110807;1400;6,3;
110807;1500;5,6;
110807;1600;5,39999;
110807;1700;5,2;
110807;1800;4,89999;
110807;1900;4,5;
110807;2000;4,2;
110807;2100;3,3;
110807;2200;2,5;
110807;2300;2,1;
110808;0000;1,7;
110808;0100;1,3;
110808;0200;1,5;
110808;0300;1;
110808;0400;0,9;
110808;0500;0,7;
110808;0600;0,5;
110808;0700;0,799999;
110808;0800;1,6;
110808;0900;2,8;
110808;1000;3,2;
110808;1100;4;
110808;1200;3,7;
110808;1300;3,9;
110808;1400;4,1;
110808;1500;4,3;
110808;1600;3,8;
110808;1700;3,3;
110808;1800;3;
110808;1900;3,1;
110808;2000;2,8;
110808;2100;2,3;
110808;2200;1,7;
110808;2300;1,6;
110809;0000;1,7;
110809;0100;1,6;
110809;0200;1,7;
110809;0300;1,6;
110809;0400;1,8;
110809;0500;1,8;
110809;0600;1,6;
110809;0700;2;
110809;0800;2,4;
110809;0900;2,8;
110809;1000;5,1;
110809;1100;7,1;
110809;1200;11,6;
110809;1300;11,7;
110809;1400;10,2;
110809;1500;8,5;
110809;1600;6,8;
110809;1700;5,2;
110809;1800;3,9;
110809;1900;2,9;
110809;2000;2,7;
110809;2100;3,4;
110809;2200;3;
110809;2300;2,2;
110810;0000;2,3;
110810;0100;3,2;
110810;0200;3,1;
110810;0300;3,6;
110810;0400;3,1;
110810;0500;2,1;
110810;0600;1,8;
110810;0700;2;
110810;0800;2,7;
110810;0900;2,9;
110810;1000;3,3;
110810;1100;2,1;
110810;1200;2,8;
110810;1300;2,1;
110810;1400;2,7;
110810;1500;2,9;
110810;1600;2,3;
110810;1700;3,2;
110810;1800;3,5;
110810;1900;3,4;
110810;2000;3,3;
110810;2100;2,8;
110810;2200;3;
110810;2300;2,7;
110811;0000;2,3;
110811;0100;1,3;
110811;0200;1,3;
110811;0300;1,1;
110811;0400;1,4;
110811;0500;1,9;
110811;0600;1,1;
110811;0700;1,8;
110811;0800;4,39999;
110811;0900;5,3;
110811;1000;6;
110811;1100;5,89999;
110811;1200;8,09999;
110811;1300;8,7;
110811;1400;6,7;
110811;1500;5,1;
110811;1600;5,1;
110811;1700;4,5;
110811;1800;4,2;
110811;1900;3,9;
110811;2000;3,6;
110811;2100;3,9;
110811;2200;3,9;
110811;2300;3,5;
110812;0000;3,7;
110812;0100;3,5;
110812;0200;3,7;
110812;0300;3,6;
110812;0400;3,2;
110812;0500;3,5;
110812;0600;3,7;
110812;0700;4,39999;
110812;0800;5,3;
110812;0900;6,3;
110812;1000;7,2;
110812;1100;8,09999;
110812;1200;8,5;
110812;1300;8,79999;
110812;1400;8,59999;
110812;1500;7,7;
110812;1600;6,1;
110812;1700;5,2;
110812;1800;4,8;
110812;1900;4,39999;
110812;2000;3,9;
110812;2100;4;
110812;2200;4,1;
110812;2300;3,9;
110813;0000;4;
110813;0100;3,2;
110813;0200;2,6;
110813;0300;2,2;
110813;0400;2,6;
110813;0500;2,5;
110813;0600;2,4;
110813;0700;2,6;
110813;0800;5;
110813;0900;6,8;
110813;1000;7,89999;
110813;1100;9,09999;
110813;1200;9,39999;
110813;1300;9;
110813;1400;8,79999;
110813;1500;7,5;
110813;1600;5,89999;
110813;1700;4,6;
110813;1800;4;
110813;1900;4,1;
110813;2000;3,6;
110813;2100;3,2;
110813;2200;2,8;
110813;2300;2,7;
110814;0000;3,1;
110814;0100;3,1;
110814;0200;2,9;
110814;0300;2,3;
110814;0400;2,8;
110814;0500;2,6;
110814;0600;2,6;
110814;0700;3,4;
110814;0800;5,7;
110814;0900;6,7;
110814;1000;7;
110814;1100;6,39999;
110814;1200;9;
110814;1300;8,79999;
110814;1400;8,59999;
110814;1500;7,3;
110814;1600;5,5;
110814;1700;3,8;
110814;1800;3,5;
110814;1900;3,4;
110814;2000;2,9;
110814;2100;2,8;
110814;2200;2,3;
110814;2300;1,8;
110815;0000;1,4;
110815;0100;1,2;
110815;0200;1;
110815;0300;0,3;
110815;0400;-0,599999;
110815;0500;-1,6;
110815;0600;-2;
110815;0700;-0,9;
110815;0800;2,4;
110815;0900;5,1;
110815;1000;6,5;
110815;1100;9,29999;
110815;1200;9,39999;
110815;1300;9,29999;
110815;1400;10,4;
110815;1500;9,29999;
110815;1600;7;
110815;1700;4,6;
110815;1800;3,6;
110815;1900;2,4;
110815;2000;1,5;
110815;2100;0,599999;
110815;2200;0,599999;
110815;2300;0;
110816;0000;-0,3;
110816;0100;-1,2;
110816;0200;-1,6;
110816;0300;-1,7;
110816;0400;-2,2;
110816;0500;-2,4;
110816;0600;-2,6;
110816;0700;-2,3;
110816;0800;-0,7;
110816;0900;0,4;
110816;1000;;
110816;1100;2,1;
110816;1200;2,6;
110816;1300;2,3;
110816;1400;2,8;
110816;1500;3,1;
110816;1600;3;
110816;1700;2,8;
110816;1800;2,8;
110816;1900;2,7;
110816;2000;2,4;
110816;2100;2,1;
110816;2200;2;
110816;2300;1,9;
110817;0000;1,9;
110817;0100;1,8;
110817;0200;1,8;
110817;0300;1,7;
110817;0400;1,7;
110817;0500;1,7;
110817;0600;1,5;
110817;0700;1,5;
110817;0800;2;
110817;0900;3,3;
110817;1000;4,3;
110817;1100;5,5;
110817;1200;5,89999;
110817;1300;6,39999;
110817;1400;6,6;
110817;1500;7,5;
110817;1600;6,2;
110817;1700;3,9;
110817;1800;3;
110817;1900;2,4;
110817;2000;1,9;
110817;2100;1,8;
110817;2200;1,6;
110817;2300;0,599999;
110818;0000;0,4;
110818;0100;0;
110818;0200;0,0999999;
110818;0300;0,4;
110818;0400;0,2;
110818;0500;0,0999999;
110818;0600;0,599999;
110818;0700;1;
110818;0800;2,3;
110818;0900;6;
110818;1000;6,89999;
110818;1100;8,39999;
110818;1200;9,29999;
110818;1300;10,2;
110818;1400;10;
110818;1500;9;
110818;1600;6,7;
110818;1700;4,5;
110818;1800;3,8;
110818;1900;3,3;
110818;2000;2,8;
110818;2100;2,5;
110818;2200;1,7;
110818;2300;1,8;
110819;0000;1,3;
110819;0100;0,799999;
110819;0200;0,799999;
110819;0300;0,3;
110819;0400;0,2;
110819;0500;-0,0999999;
110819;0600;-0,0999999;
110819;0700;0,9;
110819;0800;3,5;
110819;0900;5,2;
110819;1000;6,8;
110819;1100;8,09999;
110819;1200;9,2;
110819;1300;10,1;
110819;1400;10,5;
110819;1500;9,2;
110819;1600;7,2;
110819;1700;4,8;
110819;1800;3,9;
110819;1900;3,2;
110819;2000;2,5;
110819;2100;1,6;
110819;2200;0,2;
110819;2300;-1,2;
110820;0000;-1,3;
110820;0100;-1,9;
110820;0200;-2,5;
110820;0300;-2,8;
110820;0400;-3,3;
110820;0500;-3,7;
110820;0600;-4;
110820;0700;-3;
110820;0800;0,599999;
110820;0900;2,9;
110820;1000;4,7;
110820;1100;6,2;
110820;1200;7,7;
110820;1300;9,09999;
110820;1400;10,3;
110820;1500;10,2;
110820;1600;8;
110820;1700;4,5;
110820;1800;2,9;
110820;1900;1,3;
110820;2000;0;
110820;2100;-0,3;
110820;2200;-0,7;
110820;2300;-1,4;
110821;0000;-2,3;
110821;0100;-2,9;
110821;0200;-2,9;
110821;0300;-3,8;
110821;0400;-4,5;
110821;0500;-4,7;
110821;0600;-5;
110821;0700;-3,9;
110821;0800;0;
110821;0900;2;
110821;1000;4;
110821;1100;5,39999;
110821;1200;7,1;
110821;1300;9;
110821;1400;10,4;
110821;1500;9,7;
110821;1600;7,7;
110821;1700;4,2;
110821;1800;2,7;
110821;1900;0,7;
110821;2000;0,3;
110821;2100;-0,599999;
110821;2200;-1,3;
110821;2300;-2;
110822;0000;-1,5;
110822;0100;-1;
110822;0200;-0,9;
110822;0300;-0,4;
110822;0400;-0,5;
110822;0500;0,0999999;
110822;0600;-0,5;
110822;0700;0,599999;
110822;0800;3,4;
110822;0900;6,2;
110822;1000;9,79999;
110822;1100;9,59999;
110822;1200;9,59999;
110822;1300;;
110822;1400;;
110822;1500;;
110822;1600;;
110822;1700;;
110822;1800;;
110822;1900;;
110822;2000;;
110822;2100;;
110822;2200;;
110822;2300;;
110823;0000;;
110823;0100;;
110823;0200;;
110823;0300;;
110823;0400;;
110823;0500;;
110823;0600;;
110823;0700;;
110823;0800;;
110823;0900;;
110823;1000;8,89999;
110823;1100;8,39999;
110823;1200;8,5;
110823;1300;7,3;
110823;1400;8,09999;
110823;1500;7,1;
110823;1600;5,6;
110823;1700;4,39999;
110823;1800;3,4;
110823;1900;2,9;
110823;2000;2,3;
110823;2100;1,6;
110823;2200;1,1;
110823;2300;0,9;
110824;0000;0,799999;
110824;0100;0,4;
110824;0200;-0,2;
110824;0300;-0,4;
110824;0400;-0,2;
110824;0500;-0,2;
110824;0600;-0,5;
110824;0700;1,8;
110824;0800;4,6;
110824;0900;6;
110824;1000;7,6;
110824;1100;9;
110824;1200;9,29999;
110824;1300;9,59999;
110824;1400;9,5;
110824;1500;8,29999;
110824;1600;6,2;
110824;1700;3,5;
110824;1800;2,8;
110824;1900;2,1;
110824;2000;1,3;
110824;2100;-0,0999999;
110824;2200;-1;
110824;2300;-1,5;
110825;0000;-1,4;
110825;0100;-1,3;
110825;0200;-1,7;
110825;0300;-1,9;
110825;0400;-2,1;
110825;0500;-2,1;
110825;0600;-1,9;
110825;0700;-1,5;
110825;0800;-0,0999999;
110825;0900;0,9;
110825;1000;2;
110825;1100;3,5;
110825;1200;4,6;
110825;1300;4,39999;
110825;1400;5,1;
110825;1500;4,7;
110825;1600;3,9;
110825;1700;2,7;
110825;1800;2,6;
110825;1900;2,6;
110825;2000;2,6;
110825;2100;2,3;
110825;2200;2;
110825;2300;1,9;
110826;0000;2,2;
110826;0100;2;
110826;0200;1,8;
110826;0300;1,6;
110826;0400;1,2;
110826;0500;1,3;
110826;0600;1,3;
110826;0700;2,1;
110826;0800;2;
110826;0900;1,1;
110826;1000;1,5;
110826;1100;2,3;
110826;1200;2,4;
110826;1300;3,1;
110826;1400;3,8;
110826;1500;4,2;
110826;1600;3,7;
110826;1700;3,7;
110826;1800;3,6;
110826;1900;3,2;
110826;2000;2,9;
110826;2100;3;
110826;2200;3,1;
110826;2300;3;
110827;0000;2,9;
110827;0100;2,9;
110827;0200;2,8;
110827;0300;3;
110827;0400;3;
110827;0500;3;
110827;0600;3,4;
110827;0700;4,7;
110827;0800;5,39999;
110827;0900;5,7;
110827;1000;6,89999;
110827;1100;9,79999;
110827;1200;10,9;
110827;1300;10,3;
110827;1400;9,39999;
110827;1500;8,5;
110827;1600;6,7;
110827;1700;5,3;
110827;1800;5;
110827;1900;4,6;
110827;2000;4,5;
110827;2100;4,2;
110827;2200;3,6;
110827;2300;3,7;
110828;0000;3,9;
110828;0100;3,2;
110828;0200;2,8;
110828;0300;2,6;
110828;0400;2,4;
110828;0500;1,7;
110828;0600;2,2;
110828;0700;2,2;
110828;0800;3,2;
110828;0900;4;
110828;1000;4,2;
110828;1100;4,39999;
110828;1200;4,5;
110828;1300;4,89999;
110828;1400;5;
110828;1500;5,3;
110828;1600;4,8;
110828;1700;4,3;
110828;1800;4,2;
110828;1900;4,1;
110828;2000;4,1;
110828;2100;3,9;
110828;2200;3,8;
110828;2300;3,5;
110829;0000;3,6;
110829;0100;3,3;
110829;0200;3;
110829;0300;2,8;
110829;0400;2,7;
110829;0500;2,8;
110829;0600;2,9;
110829;0700;3,5;
110829;0800;4,2;
110829;0900;5,6;
110829;1000;7;
110829;1100;7,5;
110829;1200;7,89999;
110829;1300;8,29999;
110829;1400;8,59999;
110829;1500;6,6;
110829;1600;5,6;
110829;1700;4,39999;
110829;1800;3,9;
110829;1900;3,9;
